,OUTPUT_FILE,ID,LOOP_NAME,LINK,TAGS,BPM,KEY,DESCRIPTION
34,trap-creepy-piano.mp3,18609,Trap Creepy Piano,http://www.looperman.com/media/loops/1024193/looperman-l-1024193-0171701-trap-creepy-piano.mp3,"140 bpm,Trap Loops,Piano Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : Trap Creepy Piano My Wave goes with the trap brass Bpm 140
"
35,theofficialchemist-trancy-dubstep-lead.mp3,15338,Trancy Dubstep Lead,http://www.looperman.com/media/loops/800997/looperman-l-0800997-0058488-theofficialchemist-trancy-dubstep-lead.mp3,"140 bpm,Dubstep Loops,Synth Loops,2.31 MB,wav,Key : Unknown",140,Unknown,"
	Description : A trancy dubstep lead :)  Im really happy with this one.  It could fit dance or trance as well.
"
36,lil-tecca-x-lil-skies-type-loop-140bpm.mp3,25952,Lil Tecca X Lil Skies Type Loop 140bpm,http://www.looperman.com/media/loops/3092292/looperman-l-3092292-0178271-lil-tecca-x-lil-skies-type-loop-140bpm.mp3,"140 bpm,Trap Loops,Bells Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : Lil Tecca x Lil Skies type loop 140bpm
"
37,kritex-zomboy-type-of-drop.mp3,15540,Zomboy Type Of Drop,http://www.looperman.com/media/loops/823832/looperman-l-0823832-0091597-kritex-zomboy-type-of-drop.mp3,"140 bpm,Dubstep Loops,Bass Wobble Loops,3.46 MB,wav,Key : A",140,A,"
	Description : Serum and Massive
"
38,zacwilkins-trap-cut-vox-1.mp3,15252,Trap Cut Vox 1,http://www.looperman.com/media/loops/796811/looperman-l-0796811-0103935-zacwilkins-trap-cut-vox-1.mp3,"140 bpm,Trap Loops,Vocal Loops,2.31 MB,wav,Key : A",140,A,"
	Description : Short sampled cut vocal part that I made up real quick. I used a self-recorded sample with Abletons default sampler to create this loop. If you like this loop, feel free to check out my others. I am open to collaboration and do personal loops, and if you are interested in that, check out my looperman profile. Thanks!
"
39,6stringsofdoom-piano-thoughts-7-pt-1-piano.mp3,12871,Piano Thoughts 7 PT 1 Piano,http://www.looperman.com/media/loops/641036/looperman-l-0641036-0125671-6stringsofdoom-piano-thoughts-7-pt-1-piano.mp3,"140 bpm,Soul Loops,Piano Loops,2.31 MB,wav,Key : G",140,G,"
	Description : Please post links in the comments if you use this loop. Thank you!
Key is G Major
"
40,calm-piano.mp3,23023,Calm Piano,http://www.looperman.com/media/loops/2942130/looperman-l-2942130-0146930-calm-piano.mp3,"140 bpm,Chill Out Loops,Piano Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : Just had some fun trying to make a realistic piano with some bells.
Send me your link if you make a beat/song with the melody.
"
42,autotune-on-the-pad.mp3,17167,On The Pad,http://www.looperman.com/media/loops/914907/looperman-l-0914907-0127959-autotune-on-the-pad.mp3,"140 bpm,Trap Loops,Pad Loops,2.31 MB,wav,Key : E",140,E,"
	Description : The Pad
"
43,peliman44-partiality-melodic-lead.mp3,18046,Partiality Melodic Lead,http://www.looperman.com/media/loops/963953/looperman-l-0963953-0105723-peliman44-partiality-melodic-lead.mp3,"140 bpm,Dubstep Loops,Synth Loops,2.31 MB,wav,Key : A",140,A,"
	Description : I dont even know if this is usable stuff but hey experimenting brings wonders
"
44,telepathic.mp3,25129,Telepathic,http://www.looperman.com/media/loops/3041481/looperman-l-3041481-0161256-telepathic.mp3,"140 bpm,Trap Loops,Synth Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : Lil Uzi Vert x Travis Scott Type melody. Deep and spacey sound that makes you think.
"
45,thesavage-140-tone-of-the-blue-moon.mp3,12992,140 Tone Of The Blue Moon,http://www.looperman.com/media/loops/658685/looperman-l-0658685-0055506-thesavage-140-tone-of-the-blue-moon.mp3,"140 bpm,Ambient Loops,Pad Loops,2.31 MB,wav,Key : Unknown",140,Unknown,"
	Description : Just an Ethereal Sounding background thingy. Good if you want to just space out man. (also sounds cool under the influence of gates or sidechain compressors.)
"
46,comethazine-x-smokepurpp-hard-asf.mp3,21129,Comethazine X Smokepurpp Hard ASF,http://www.looperman.com/media/loops/2848636/looperman-l-2848636-0174800-comethazine-x-smokepurpp-hard-asf.mp3,"140 bpm,Trap Loops,Piano Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : 140 BPM Strings and Piano Reversed
CHECK OUT MY PROFILE IF U WANT MY @ SO WE CAN COLLAB !!!
"
47,juice-wrld-type-piano-melody.mp3,21696,Juice WRLD Type Piano Melody,http://www.looperman.com/media/loops/2874014/looperman-l-2874014-0179370-juice-wrld-type-piano-melody.mp3,"140 bpm,Hip Hop Loops,Piano Loops,2.31 MB,wav,Key : G,FL Studio",140,G,"
	Description : Made in FL Studio 20 with Addictive Keys.
"
48,riddle-lil-uzi-vert-trap-loop.mp3,20203,Riddle - Lil Uzi Vert Trap Loop,http://www.looperman.com/media/loops/2815137/looperman-l-2815137-0163970-riddle-lil-uzi-vert-trap-loop.mp3,"140 bpm,Trap Loops,Synth Loops,2.31 MB,wav,Key : Fm,Logic Pro",140,Fm,"
	Description : Trap loop made editing a sound in Omnisphere
Sharing is caring. Check the profile for more
"
49,carousel-dream.mp3,24028,Carousel Dream,http://www.looperman.com/media/loops/2984289/looperman-l-2984289-0152459-carousel-dream.mp3,"140 bpm,Trap Loops,Synth Loops,2.31 MB,wav,Key : Unknown,Logic Pro",140,Unknown,"
	Description : Picture yourself floating....drifting to another world. Can hear Future or Travis Scott on this. Let me hear what you done with this.
"
50,theafroguy-smooth-trap-melody.mp3,16952,Smooth Trap Melody,http://www.looperman.com/media/loops/899951/looperman-l-0899951-0064828-theafroguy-smooth-trap-melody.mp3,"140 bpm,Rap Loops,Synth Loops,2.31 MB,wav,Key : Unknown",140,Unknown,"
	Description : Sweet new melody! Download away!
"
51,metro-x-drake-trap-bells-bad-advice.mp3,24713,Metro X Drake Trap Bells - Bad Advice,http://www.looperman.com/media/loops/3015730/looperman-l-3015730-0162048-metro-x-drake-trap-bells-bad-advice.mp3,"140 bpm,Trap Loops,Bells Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : Drop links below!
"
52,nba-youngboy-x-juice-wrld-type-piano-loop-danger.mp3,21366,NBA Youngboy X Juice WRLD Type Piano Loop - Danger,http://www.looperman.com/media/loops/2858797/looperman-l-2858797-0168412-nba-youngboy-x-juice-wrld-type-piano-loop-danger.mp3,"140 bpm,Trap Loops,Piano Loops,2.31 MB,wav,Key : G#m,FL Studio",140,G#m,"
	Description : Comment your thoughts and criticism as well as your creations, I would love to hear them. HMU to collaborate or if you want the midi/stems!
"
53,140-foley-stuff.mp3,19002,140 Foley Stuff,http://www.looperman.com/media/loops/1048767/looperman-l-1048767-0158621-140-foley-stuff.mp3,"140 bpm,Electronic Loops,Drum Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : bumpy tikky foley, filtered some of the tikky stuff
stretched stuff for the weird sounds and used eq2 for wubys then i put krush on the second wuby bit
"
54,sad-melodic-juice-wrld-type-guitar.mp3,23862,Sad Melodic Juice Wrld Type Guitar,http://www.looperman.com/media/loops/2978218/looperman-l-2978218-0165115-sad-melodic-juice-wrld-type-guitar.mp3,"140 bpm,Hip Hop Loops,Guitar Acoustic Loops,2.31 MB,wav,Key : C#,FL Studio",140,C#,"
	Description : Made with Kontakt Mandolin guitars. Aeolian scale.
"
55,flex-piano.mp3,25015,Flex Piano,http://www.looperman.com/media/loops/3036151/looperman-l-3036151-0173773-flex-piano.mp3,"140 bpm,Trap Loops,Piano Loops,2.31 MB,wav,Key : F#m,FL Studio",140,F#m,"
	Description : Made with stock FL plugin ""flex""
"
56,mararity-arpeggiated-synth.mp3,18762,Arpeggiated Synth,http://www.looperman.com/media/loops/1036393/looperman-l-1036393-0069083-mararity-arpeggiated-synth.mp3,"140 bpm,Dubstep Loops,Synth Loops,2.31 MB,wav,Key : G#",140,G#,"
	Description : Arpeggio I use in  my song.
"
57,i-made-this-loop-on-an-inmate-jail-tablet.mp3,25454,I Made This Loop On An Inmate Jail Tablet,http://www.looperman.com/media/loops/3058964/looperman-l-3058964-0169662-i-made-this-loop-on-an-inmate-jail-tablet.mp3,"140 bpm,Trap Loops,Rhodes Piano Loops,2.31 MB,wav,Key : E,FL Studio Mobile",140,E,"
	Description : Im sooo hot and my ears are sooo good i made this professional sounding beat on an inmate jail tablet. Lol
"
58,davideborelli-land-kit-trap-flute-2.mp3,14100,Land Kit Trap Flute 2,http://www.looperman.com/media/loops/733692/looperman-l-0733692-0124538-davideborelli-land-kit-trap-flute-2.mp3,"140 bpm,Trap Loops,Flute Loops,2.31 MB,wav,Key : Unknown",140,Unknown,"
	Description : this kit is the basis for the construction of a Trap song
visit my profile to listen to others
"
59,white-clouds-140-bpm-a-minor.mp3,22170,White Clouds 140 BPM A Minor,http://www.looperman.com/media/loops/2901976/looperman-l-2901976-0142203-white-clouds-140-bpm-a-minor.mp3,"140 bpm,Classical Loops,Piano Loops,2.31 MB,wav,Key : Unknown",140,Unknown,"
	Description : Calming piano loop made with FL Studio and Nexus Grand Piano.
"
60,feel-good-vibe.mp3,23434,Feel Good Vibe,http://www.looperman.com/media/loops/2958318/looperman-l-2958318-0159573-feel-good-vibe.mp3,"140 bpm,Trap Loops,Bells Loops,2.31 MB,wav,Key : C#,FL Studio",140,C#,"
	Description : Key is in C# Minor.
Used fruity loops/ElectraX 
If you use it post it in the comments, cant figure out a drum pattern for this one yet.
"
61,weeknd-melancholy.mp3,23957,Weeknd Melancholy,http://www.looperman.com/media/loops/2980739/looperman-l-2980739-0179678-weeknd-melancholy.mp3,"140 bpm,Hip Hop Loops,Synth Loops,2.31 MB,wav,Key : C,FL Studio",140,C,"
	Description : Let me know what you did with this in the comments.
leave the link, thanks
Click on the profile picture to find out more
"
62,money-flute.mp3,25828,MONEY FLUTE,http://www.looperman.com/media/loops/3080661/looperman-l-3080661-0168691-money-flute.mp3,"140 bpm,Trap Loops,Flute Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : FLUTE. If you use any of the loops i would love to hear it! Leave a link in the comments and ill check it out.
Hit me up at soundcloud or mail for collabs or inquiries, links are at my profile.
"
63,dubing.mp3,21851,DUBING,http://www.looperman.com/media/loops/2886261/looperman-l-2886261-0140838-dubing.mp3,"140 bpm,Dub Loops,Bass Synth Loops,2.31 MB,wav,Key : E",140,E,"
	Description : Hello to all !!! if anyone has a desire to cooperate, write in the comments I will be glad to meet new people. or to e-mail (FL8 16bit 44100hz)
"
64,pluck-dry.mp3,21296,PLUCK DRY,http://www.looperman.com/media/loops/2856554/looperman-l-2856554-0185180-pluck-dry.mp3,"140 bpm,Trap Loops,Guitar Acoustic Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : Hope you enjoy
"
65,qwerty12-slappin-da-wobble.mp3,10409,Slappin Da Wobble,http://www.looperman.com/media/loops/460559/looperman-l-0460559-0058076-qwerty12-slappin-da-wobble.mp3,"140 bpm,Dubstep Loops,Bass Wobble Loops,2.31 MB,wav,Key : Unknown",140,Unknown,"
	Description : Bass synth with wobble and scream @ 140 Bpm
If you use I would love to hear it.
"
66,playboi-carti-type-loop-swoop.mp3,20112,Playboi Carti Type Loop - China,http://www.looperman.com/media/loops/2812239/looperman-l-2812239-0180641-playboi-carti-type-loop-swoop.mp3,"140 bpm,Hip Hop Loops,Rhodes Piano Loops,2.31 MB,wav,Key : Am,FL Studio",140,Am,"
	Description : Potential artists: Playboi Carti, Pierre Bourne, Artdealer, YNW Melly, Coi Leray
"
67,amsterdam2bc.mp3,25039,Amsterdam2bc,http://www.looperman.com/media/loops/3037338/looperman-l-3037338-0150749-amsterdam2bc.mp3,"140 bpm,Jungle Loops,Synth Loops,2.31 MB,wav,Key : C#,Ableton Live",140,C#,"
	Description : mix audio efect speaker4x12 ouputDual dry/Wet 51.6% synthé.
"
68,undergrouround.mp3,23882,UNDerGrouround,http://www.looperman.com/media/loops/2978863/looperman-l-2978863-0145821-undergrouround.mp3,"140 bpm,Trap Loops,Pad Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : You coming to the hell
"
69,lil-uzi-vert-type-loop-140-bpm.mp3,23344,Lil Uzi Vert Type Loop 140 BPM,http://www.looperman.com/media/loops/2957126/looperman-l-2957126-0193731-lil-uzi-vert-type-loop-140-bpm.mp3,"140 bpm,Trap Loops,Violin Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : BART BEATZ PROD.
"
70,sad-piano-style-2.mp3,25865,Sad Piano Style 2,http://www.looperman.com/media/loops/3083729/looperman-l-3083729-0188171-sad-piano-style-2.mp3,"140 bpm,Trap Loops,Piano Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : Another piano loop made with nexus.
"
71,kritex-celldweller-type-of-drop-2.mp3,15553,Celldweller Type Of Drop 2,http://www.looperman.com/media/loops/823832/looperman-l-0823832-0078507-kritex-celldweller-type-of-drop-2.mp3,"140 bpm,Dubstep Loops,Bass Wobble Loops,2.31 MB,wav,Key : A",140,A,"
	Description : Add some punchy drums with this loop and youre set :)
Lemme know if you use it!
"
72,theofficialvalve-first-dubstep-bass.mp3,19331,First Dubstep Bass,http://www.looperman.com/media/loops/1070135/looperman-l-1070135-0070862-theofficialvalve-first-dubstep-bass.mp3,"140 bpm,Dubstep Loops,Bass Wobble Loops,2.31 MB,wav,Key : C",140,C,"
	Description : I made it myself, which explains why it sucks. You probably wont enjoy but have fun trying :P
Key of C
"
73,dark-atmospheric-pad.mp3,17996,Dark Atmospheric Pad,http://www.looperman.com/media/loops/962325/looperman-l-0962325-0164292-dark-atmospheric-pad.mp3,"140 bpm,Cinematic Loops,Pad Loops,2.31 MB,wav,Key : C#,FL Studio",140,C#,"
	Description : A dark pad with an atmospheric vibe. Please let me know if you want more like this and if you make something with it. Thanks
"
74,dead-inside-synth-loop.mp3,20160,Dead Inside - Synth Loop,http://www.looperman.com/media/loops/2813965/looperman-l-2813965-0164281-dead-inside-synth-loop.mp3,"140 bpm,Trap Loops,Synth Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : Melancholic Synth
"
75,trap-melody-7.mp3,11721,Trap Melody 7,http://www.looperman.com/media/loops/551980/looperman-l-0551980-0187669-trap-melody-7.mp3,"140 bpm,Hip Hop Loops,Organ Loops,2.31 MB,wav,Key : Gm,FL Studio",140,Gm,"
	Description : Made by Lo Ki MuZiK
"
76,cloud9.mp3,24769,Cloud9,http://www.looperman.com/media/loops/3018444/looperman-l-3018444-0154017-cloud9.mp3,"140 bpm,RnB Loops,Pad Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : spacey dreamy beat famous dex type
"
77,nav-x-the-weeknd-type-sample.mp3,16329,Nav X The Weeknd Type Sample,http://www.looperman.com/media/loops/861313/looperman-l-0861313-0153409-nav-x-the-weeknd-type-sample.mp3,"140 bpm,RnB Loops,Synth Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : I made this in Fruity Loops with Predator Vst Bell Synth. Please leave me some feedback if you want more loops like this. Enjoy.
"
78,metallic-synth-pad-chords-1.mp3,22573,Metallic Synth Pad Chords 1,http://www.looperman.com/media/loops/2921269/looperman-l-2921269-0193079-metallic-synth-pad-chords-1.mp3,"140 bpm,Trap Loops,Pad Loops,2.31 MB,wav,Key : Fm,Ableton Live",140,Fm,"
	Description : Metallic Synth Pad Chords in Fm. Fm - Edim - C - Fm
"
79,atlasblue-future-bass-chords.mp3,18556,Future Bass Chords,http://www.looperman.com/media/loops/1018967/looperman-l-1018967-0117231-atlasblue-future-bass-chords.mp3,"140 bpm,Trap Loops,Synth Loops,2.31 MB,wav,Key : Unknown",140,Unknown,"
	Description : this is the basic chord section. I cant tell the key but Ill send the midi upon request. This loop is still missing low end frequencies so I suggest to add bass and also to sidechain the loop to the beat you are using!
"
